,ObservationDate,total_infected,total_dead,total_recovered,deaths_per_day,infected_per_day,recovered_per_day,infected
0,2020-03-02,2.0,0.0,0.0,0.0,2.0,0.0,2.0
1,2020-03-03,2.0,0.0,0.0,0.0,0.0,0.0,2.0
2,2020-03-04,2.0,0.0,0.0,0.0,0.0,0.0,2.0
3,2020-03-05,2.0,0.0,0.0,0.0,0.0,0.0,2.0
4,2020-03-06,4.0,0.0,0.0,0.0,2.0,0.0,4.0
5,2020-03-07,4.0,0.0,0.0,0.0,0.0,0.0,4.0
6,2020-03-08,6.0,0.0,0.0,0.0,2.0,0.0,6.0
7,2020-03-09,19.0,0.0,0.0,0.0,13.0,0.0,19.0
8,2020-03-10,27.0,0.0,2.0,0.0,8.0,2.0,25.0
9,2020-03-11,34.0,1.0,2.0,1.0,7.0,0.0,31.0
10,2020-03-12,34.0,1.0,2.0,0.0,0.0,0.0,31.0
11,2020-03-13,69.0,4.0,2.0,3.0,35.0,0.0,63.0
12,2020-03-14,96.0,5.0,8.0,1.0,27.0,6.0,83.0
13,2020-03-15,117.0,5.0,8.0,0.0,21.0,0.0,104.0
14,2020-03-16,134.0,5.0,8.0,0.0,17.0,0.0,121.0
15,2020-03-17,172.0,5.0,8.0,0.0,38.0,0.0,159.0
16,2020-03-18,227.0,19.0,11.0,14.0,55.0,3.0,197.0
17,2020-03-19,311.0,25.0,11.0,6.0,84.0,0.0,275.0
18,2020-03-20,369.0,32.0,15.0,7.0,58.0,4.0,322.0
19,2020-03-21,450.0,38.0,15.0,6.0,81.0,0.0,397.0
20,2020-03-22,514.0,48.0,29.0,10.0,64.0,14.0,437.0
21,2020-03-23,579.0,49.0,30.0,1.0,65.0,1.0,500.0
22,2020-03-24,686.0,55.0,30.0,6.0,107.0,0.0,601.0
23,2020-03-25,790.0,58.0,31.0,3.0,104.0,1.0,701.0
24,2020-03-26,893.0,78.0,35.0,20.0,103.0,4.0,780.0
25,2020-03-27,1046.0,87.0,46.0,9.0,153.0,11.0,913.0
26,2020-03-28,1155.0,102.0,59.0,15.0,109.0,13.0,994.0
27,2020-03-29,1285.0,114.0,64.0,12.0,130.0,5.0,1107.0
28,2020-03-30,1414.0,122.0,75.0,8.0,129.0,11.0,1217.0
29,2020-03-31,1528.0,136.0,81.0,14.0,114.0,6.0,1311.0
30,2020-04-01,1677.0,157.0,103.0,21.0,149.0,22.0,1417.0
31,2020-04-02,1790.0,170.0,112.0,13.0,113.0,9.0,1508.0
32,2020-04-03,1986.0,181.0,134.0,11.0,196.0,22.0,1671.0
33,2020-04-04,2092.0,191.0,150.0,10.0,106.0,16.0,1751.0
34,2020-04-05,2273.0,198.0,164.0,7.0,181.0,14.0,1911.0
35,2020-04-06,2491.0,209.0,192.0,11.0,218.0,28.0,2090.0
36,2020-04-07,2738.0,221.0,204.0,12.0,247.0,12.0,2313.0
37,2020-04-08,2956.0,240.0,222.0,19.0,218.0,18.0,2494.0
38,2020-04-09,3293.0,280.0,252.0,40.0,337.0,30.0,2761.0
39,2020-04-10,3512.0,306.0,282.0,26.0,219.0,30.0,2924.0
40,2020-04-11,3842.0,327.0,286.0,21.0,330.0,4.0,3229.0
41,2020-04-12,4241.0,373.0,359.0,46.0,399.0,73.0,3509.0
42,2020-04-13,4557.0,399.0,380.0,26.0,316.0,21.0,3778.0
43,2020-04-14,4839.0,459.0,426.0,60.0,282.0,46.0,3954.0
44,2020-04-15,5136.0,469.0,446.0,10.0,297.0,20.0,4221.0
45,2020-04-16,5516.0,496.0,548.0,27.0,380.0,102.0,4472.0
46,2020-04-17,5923.0,520.0,607.0,24.0,407.0,59.0,4796.0
47,2020-04-18,6248.0,535.0,631.0,15.0,325.0,24.0,5082.0
48,2020-04-19,6575.0,582.0,686.0,47.0,327.0,55.0,5307.0
49,2020-04-20,6760.0,590.0,747.0,8.0,185.0,61.0,5423.0
50,2020-04-21,7135.0,616.0,842.0,26.0,375.0,95.0,5677.0
51,2020-04-22,7418.0,635.0,913.0,19.0,283.0,71.0,5870.0
52,2020-04-23,7775.0,647.0,960.0,12.0,357.0,47.0,6168.0
53,2020-04-24,8211.0,689.0,1002.0,42.0,436.0,42.0,6520.0
54,2020-04-25,8607.0,720.0,1042.0,31.0,396.0,40.0,6845.0
55,2020-04-26,8882.0,743.0,1107.0,23.0,275.0,65.0,7032.0
56,2020-04-27,9096.0,765.0,1151.0,22.0,214.0,44.0,7180.0
57,2020-04-28,9511.0,773.0,1254.0,8.0,415.0,103.0,7484.0
58,2020-04-29,9771.0,784.0,1391.0,11.0,260.0,137.0,7596.0
59,2020-04-30,10118.0,792.0,1522.0,8.0,347.0,131.0,7804.0
60,2020-05-01,10551.0,800.0,1591.0,8.0,433.0,69.0,8160.0
61,2020-05-02,10843.0,831.0,1665.0,31.0,292.0,74.0,8347.0
62,2020-05-03,11192.0,845.0,1876.0,14.0,349.0,211.0,8471.0
63,2020-05-04,11587.0,864.0,1954.0,19.0,395.0,78.0,8769.0
64,2020-05-05,12071.0,872.0,2197.0,8.0,484.0,243.0,9002.0
65,2020-05-06,12438.0,895.0,2317.0,23.0,367.0,120.0,9226.0
66,2020-05-07,12776.0,930.0,2381.0,35.0,338.0,64.0,9465.0
67,2020-05-08,13112.0,943.0,2494.0,13.0,336.0,113.0,9675.0
68,2020-05-09,13645.0,959.0,2607.0,16.0,533.0,113.0,10079.0
69,2020-05-10,14032.0,973.0,2698.0,14.0,387.0,91.0,10361.0
70,2020-05-11,14265.0,991.0,2881.0,18.0,233.0,183.0,10393.0
71,2020-05-12,14749.0,1007.0,3063.0,16.0,484.0,182.0,10679.0
72,2020-05-13,15438.0,1028.0,3287.0,21.0,689.0,224.0,11123.0
73,2020-05-14,16006.0,1043.0,3518.0,15.0,568.0,231.0,11445.0
74,2020-05-15,16496.0,1076.0,3803.0,33.0,490.0,285.0,11617.0
75,2020-05-16,17025.0,1089.0,3911.0,13.0,529.0,108.0,12025.0
76,2020-05-17,17514.0,1148.0,4129.0,59.0,489.0,218.0,12237.0
77,2020-05-18,18010.0,1191.0,4324.0,43.0,496.0,195.0,12495.0
78,2020-05-19,18496.0,1221.0,4467.0,30.0,486.0,143.0,12808.0
79,2020-05-20,19189.0,1242.0,4575.0,21.0,693.0,108.0,13372.0
80,2020-05-21,20162.0,1278.0,4838.0,36.0,973.0,263.0,14046.0
81,2020-05-22,20796.0,1326.0,5057.0,48.0,634.0,219.0,14413.0
82,2020-05-23,21745.0,1351.0,5249.0,25.0,949.0,192.0,15145.0
83,2020-05-24,22271.0,1372.0,5402.0,21.0,526.0,153.0,15497.0
84,2020-05-25,22750.0,1391.0,5642.0,19.0,479.0,240.0,15717.0
85,2020-05-26,23165.0,1418.0,5877.0,27.0,415.0,235.0,15870.0
86,2020-05-27,23851.0,1473.0,6057.0,55.0,686.0,180.0,16321.0
87,2020-05-28,24538.0,1496.0,6240.0,23.0,687.0,183.0,16802.0
88,2020-05-29,25216.0,1520.0,6492.0,24.0,678.0,252.0,17204.0
89,2020-05-30,25773.0,1573.0,7015.0,53.0,557.0,523.0,17185.0
90,2020-05-31,26473.0,1613.0,7308.0,40.0,700.0,293.0,17552.0
91,2020-06-01,26940.0,1641.0,7637.0,28.0,467.0,329.0,17662.0
92,2020-06-02,27549.0,1663.0,7935.0,22.0,609.0,298.0,17951.0
93,2020-06-03,28233.0,1698.0,8406.0,35.0,684.0,471.0,18129.0
94,2020-06-04,28818.0,1721.0,8892.0,23.0,585.0,486.0,18205.0
95,2020-06-05,29521.0,1770.0,9443.0,49.0,703.0,551.0,18308.0
96,2020-06-06,30514.0,1801.0,9907.0,31.0,993.0,464.0,18806.0
97,2020-06-07,31186.0,1851.0,10498.0,50.0,672.0,591.0,18837.0
98,2020-06-08,32033.0,1883.0,10904.0,32.0,847.0,406.0,19246.0
99,2020-06-09,33076.0,1923.0,11414.0,40.0,1043.0,510.0,19739.0
100,2020-06-10,34316.0,1959.0,12129.0,36.0,1240.0,715.0,20228.0
101,2020-06-11,35295.0,2000.0,12636.0,41.0,979.0,507.0,20659.0
102,2020-06-12,36406.0,2048.0,13213.0,48.0,1111.0,577.0,21145.0
103,2020-06-13,37420.0,2091.0,13776.0,43.0,1014.0,563.0,21553.0
104,2020-06-14,38277.0,2134.0,14531.0,43.0,857.0,755.0,21612.0
105,2020-06-15,39294.0,2198.0,15123.0,64.0,1017.0,592.0,21973.0
106,2020-06-16,40400.0,2231.0,15703.0,33.0,1106.0,580.0,22466.0
107,2020-06-17,41431.0,2276.0,16243.0,45.0,1031.0,540.0,22912.0
108,2020-06-18,42762.0,2339.0,16798.0,63.0,1331.0,555.0,23625.0
109,2020-06-19,43803.0,2373.0,17349.0,34.0,1041.0,551.0,24081.0
110,2020-06-20,45029.0,2429.0,17883.0,56.0,1226.0,534.0,24717.0
111,2020-06-21,45891.0,2465.0,18404.0,36.0,862.0,521.0,25022.0
112,2020-06-22,46845.0,2500.0,18735.0,35.0,954.0,331.0,25610.0
113,2020-06-23,47896.0,2535.0,19241.0,35.0,1051.0,506.0,26120.0
114,2020-06-24,49009.0,2573.0,19658.0,38.0,1113.0,417.0,26778.0
115,2020-06-25,50187.0,2620.0,20449.0,47.0,1178.0,791.0,27118.0
116,2020-06-26,51427.0,2683.0,21333.0,63.0,1240.0,884.0,27411.0
117,2020-06-27,52812.0,2720.0,21909.0,37.0,1385.0,576.0,28183.0
118,2020-06-28,54010.0,2754.0,22936.0,34.0,1198.0,1027.0,28320.0
119,2020-06-29,55092.0,2805.0,23800.0,51.0,1082.0,864.0,28487.0
120,2020-06-30,56385.0,2876.0,24806.0,71.0,1293.0,1006.0,28703.0
121,2020-07-01,57770.0,2934.0,25595.0,58.0,1385.0,789.0,29241.0
122,2020-07-02,59394.0,2987.0,26667.0,53.0,1624.0,1072.0,29740.0
123,2020-07-03,60695.0,3036.0,27568.0,49.0,1301.0,901.0,30091.0
124,2020-07-04,62142.0,3089.0,28219.0,53.0,1447.0,651.0,30834.0
125,2020-07-05,63749.0,3171.0,29105.0,82.0,1607.0,886.0,31473.0
126,2020-07-06,64958.0,3241.0,29919.0,70.0,1209.0,814.0,31798.0
127,2020-07-07,66226.0,3309.0,30785.0,68.0,1268.0,866.0,32132.0
128,2020-07-08,68079.0,3359.0,31585.0,50.0,1853.0,800.0,33135.0
129,2020-07-09,70736.0,3417.0,32651.0,58.0,2657.0,1066.0,34668.0
130,2020-07-10,72347.0,3469.0,33529.0,52.0,1611.0,878.0,35349.0
131,2020-07-11,74018.0,3535.0,34719.0,66.0,1671.0,1190.0,35764.0
132,2020-07-12,75699.0,3606.0,35638.0,71.0,1681.0,919.0,36455.0
133,2020-07-13,76981.0,3656.0,36689.0,50.0,1282.0,1051.0,36636.0
134,2020-07-14,78572.0,3710.0,37636.0,54.0,1591.0,947.0,37226.0
135,2020-07-15,80094.0,3797.0,39050.0,87.0,1522.0,1414.0,37247.0
136,2020-07-16,81668.0,3873.0,40345.0,76.0,1574.0,1295.0,37450.0
137,2020-07-17,83130.0,3957.0,41834.0,84.0,1462.0,1489.0,37339.0
138,2020-07-18,84882.0,4016.0,43268.0,59.0,1752.0,1434.0,37598.0
139,2020-07-19,86521.0,4143.0,45401.0,127.0,1639.0,2133.0,36977.0
140,2020-07-20,88214.0,4239.0,46977.0,96.0,1693.0,1576.0,36998.0
141,2020-07-21,89869.0,4320.0,48466.0,81.0,1655.0,1489.0,37083.0
142,2020-07-22,91751.0,4459.0,50255.0,139.0,1882.0,1789.0,37037.0
143,2020-07-23,93657.0,4576.0,52164.0,117.0,1906.0,1909.0,36917.0
144,2020-07-24,95418.0,4665.0,53945.0,89.0,1761.0,1781.0,36808.0
145,2020-07-25,97286.0,4714.0,55354.0,49.0,1868.0,1409.0,37218.0
146,2020-07-26,98778.0,4781.0,56655.0,67.0,1492.0,1301.0,37342.0
147,2020-07-27,100303.0,4838.0,58173.0,57.0,1525.0,1518.0,37292.0
148,2020-07-28,102051.0,4901.0,60539.0,63.0,1748.0,2366.0,36611.0
149,2020-07-29,104432.0,4975.0,62138.0,74.0,2381.0,1599.0,37319.0
150,2020-07-30,106336.0,5058.0,64292.0,83.0,1904.0,2154.0,36986.0
151,2020-07-31,108376.0,5131.0,65907.0,73.0,2040.0,1615.0,37338.0
152,2020-08-01,109936.0,5193.0,67919.0,62.0,1560.0,2012.0,36824.0
153,2020-08-02,111455.0,5236.0,68975.0,43.0,1519.0,1056.0,37244.0
154,2020-08-03,113134.0,5302.0,70237.0,66.0,1679.0,1262.0,37595.0
155,2020-08-04,115056.0,5388.0,72050.0,86.0,1922.0,1813.0,37618.0
156,2020-08-05,116871.0,5452.0,73889.0,64.0,1815.0,1839.0,37530.0
157,2020-08-06,118753.0,5521.0,75645.0,69.0,1882.0,1756.0,37587.0
158,2020-08-07,121226.0,5593.0,77557.0,72.0,2473.0,1912.0,38076.0
159,2020-08-08,123503.0,5658.0,79306.0,65.0,2277.0,1749.0,38539.0
160,2020-08-09,125396.0,5723.0,80952.0,65.0,1893.0,1646.0,38721.0
161,2020-08-10,127083.0,5765.0,82236.0,42.0,1687.0,1284.0,39082.0
162,2020-08-11,128776.0,5824.0,83710.0,59.0,1693.0,1474.0,39242.0
163,2020-08-12,130718.0,5903.0,85798.0,79.0,1942.0,2088.0,39017.0
164,2020-08-13,132816.0,5968.0,87558.0,65.0,2098.0,1760.0,39290.0
165,2020-08-14,135123.0,6021.0,89618.0,53.0,2307.0,2060.0,39484.0
166,2020-08-15,137468.0,6071.0,91321.0,50.0,2345.0,1703.0,40076.0
167,2020-08-16,139549.0,6150.0,93103.0,79.0,2081.0,1782.0,40296.0
168,2020-08-17,141370.0,6207.0,94458.0,57.0,1821.0,1355.0,40705.0
169,2020-08-18,143043.0,6277.0,96306.0,70.0,1673.0,1848.0,40460.0
170,2020-08-19,144945.0,6346.0,98657.0,69.0,1902.0,2351.0,39942.0
171,2020-08-20,147211.0,6418.0,100674.0,72.0,2266.0,2017.0,40119.0
172,2020-08-21,149408.0,6500.0,102991.0,82.0,2197.0,2317.0,39917.0
173,2020-08-22,151498.0,6594.0,105198.0,94.0,2090.0,2207.0,39706.0
174,2020-08-23,153535.0,6680.0,107500.0,86.0,2037.0,2302.0,39355.0
175,2020-08-24,155412.0,6759.0,111060.0,79.0,1877.0,3560.0,37593.0
176,2020-08-25,157859.0,6858.0,112867.0,99.0,2447.0,1807.0,38134.0
177,2020-08-26,160165.0,6944.0,115409.0,86.0,2306.0,2542.0,37812.0
178,2020-08-27,162884.0,7064.0,118575.0,120.0,2719.0,3166.0,37245.0
179,2020-08-28,165887.0,7169.0,120900.0,105.0,3003.0,2325.0,37818.0
180,2020-08-29,169195.0,7261.0,122802.0,92.0,3308.0,1902.0,39132.0
181,2020-08-30,172053.0,7343.0,124185.0,82.0,2858.0,1383.0,40525.0
182,2020-08-31,174796.0,7417.0,125959.0,74.0,2743.0,1774.0,41420.0
183,2020-09-01,177571.0,7505.0,128057.0,88.0,2775.0,2098.0,42009.0
184,2020-09-02,180646.0,7616.0,129971.0,111.0,3075.0,1914.0,43059.0
185,2020-09-03,184268.0,7750.0,132055.0,134.0,3622.0,2084.0,44463.0
186,2020-09-04,187537.0,7832.0,134181.0,82.0,3269.0,2126.0,45524.0
187,2020-09-05,190665.0,7940.0,136401.0,108.0,3128.0,2220.0,46324.0
188,2020-09-06,194109.0,8025.0,138575.0,85.0,3444.0,2174.0,47509.0
189,2020-09-07,196989.0,8130.0,140652.0,105.0,2880.0,2077.0,48207.0
190,2020-09-08,200035.0,8230.0,142958.0,100.0,3046.0,2306.0,48847.0
191,2020-09-09,203342.0,8336.0,145200.0,106.0,3307.0,2242.0,49806.0
192,2020-09-10,207203.0,8456.0,147510.0,120.0,3861.0,2310.0,51237.0
193,2020-09-11,210940.0,8544.0,150217.0,88.0,3737.0,2707.0,52179.0
194,2020-09-12,214746.0,8650.0,152458.0,106.0,3806.0,2241.0,53638.0
195,2020-09-13,218382.0,8723.0,155010.0,73.0,3636.0,2552.0,54649.0
196,2020-09-14,221523.0,8841.0,158405.0,118.0,3141.0,3395.0,54277.0
197,2020-09-15,225030.0,8965.0,161065.0,124.0,3507.0,2660.0,55000.0
198,2020-09-16,228993.0,9100.0,164101.0,135.0,3963.0,3036.0,55792.0
199,2020-09-17,232628.0,9222.0,166686.0,122.0,3635.0,2585.0,56720.0
200,2020-09-18,236519.0,9336.0,170774.0,114.0,3891.0,4088.0,56409.0
201,2020-09-19,240687.0,9448.0,174350.0,112.0,4168.0,3576.0,56889.0
202,2020-09-20,244676.0,9553.0,177327.0,105.0,3989.0,2977.0,57796.0
203,2020-09-21,248852.0,9677.0,180797.0,124.0,4176.0,3470.0,58378.0
204,2020-09-22,252923.0,9837.0,184298.0,160.0,4071.0,3501.0,58788.0
205,2020-09-23,257388.0,9977.0,187958.0,140.0,4465.0,3660.0,59453.0
206,2020-09-24,262022.0,10105.0,191853.0,128.0,4634.0,3895.0,60064.0
207,2020-09-25,266845.0,10218.0,196196.0,113.0,4823.0,4343.0,60431.0
208,2020-09-26,271339.0,10308.0,199403.0,90.0,4494.0,3207.0,61628.0
209,2020-09-27,275213.0,10386.0,203014.0,78.0,3874.0,3611.0,61813.0
210,2020-09-28,278722.0,10473.0,206870.0,87.0,3509.0,3856.0,61379.0
211,2020-09-29,282724.0,10601.0,210437.0,128.0,4002.0,3567.0,61686.0
212,2020-09-30,287008.0,10740.0,214947.0,139.0,4284.0,4510.0,61321.0
213,2020-10-01,291182.0,10856.0,218487.0,116.0,4174.0,3540.0,61839.0
214,2020-10-02,295499.0,10972.0,221340.0,116.0,4317.0,2853.0,63187.0
215,2020-10-03,299506.0,11055.0,225052.0,83.0,4007.0,3712.0,63399.0
216,2020-10-04,303498.0,11151.0,228453.0,96.0,3992.0,3401.0,63894.0
217,2020-10-05,307120.0,11253.0,232593.0,102.0,3622.0,4140.0,63274.0
218,2020-10-06,311176.0,11374.0,236437.0,121.0,4056.0,3844.0,63365.0
219,2020-10-07,315714.0,11472.0,240291.0,98.0,4538.0,3854.0,63951.0
220,2020-10-08,320564.0,11580.0,244060.0,108.0,4850.0,3769.0,64924.0
221,2020-10-09,324658.0,11677.0,247667.0,97.0,4094.0,3607.0,65314.0
222,2020-10-10,328952.0,11765.0,251481.0,88.0,4294.0,3814.0,65706.0
223,2020-10-11,333449.0,11844.0,255027.0,79.0,4497.0,3546.0,66578.0
224,2020-10-12,336716.0,11935.0,258519.0,91.0,3267.0,3492.0,66262.0
225,2020-10-13,340622.0,12027.0,263296.0,92.0,3906.0,4777.0,65299.0
226,2020-10-14,344749.0,12156.0,267851.0,129.0,4127.0,4555.0,64742.0
227,2020-10-15,349160.0,12268.0,273661.0,112.0,4411.0,5810.0,63231.0
228,2020-10-16,353461.0,12347.0,277544.0,79.0,4301.0,3883.0,63570.0
229,2020-10-17,357762.0,12431.0,281592.0,84.0,4301.0,4048.0,63739.0
230,2020-10-18,361867.0,12511.0,285324.0,80.0,4105.0,3732.0,64032.0
231,2020-10-19,365240.0,12617.0,289243.0,106.0,3373.0,3919.0,63380.0
232,2020-10-20,368842.0,12734.0,293653.0,117.0,3602.0,4410.0,62455.0
233,2020-10-21,373109.0,12857.0,297509.0,123.0,4267.0,3856.0,62743.0
234,2020-10-22,377541.0,12959.0,301006.0,102.0,4432.0,3497.0,63576.0
235,2020-10-23,381910.0,13077.0,305100.0,118.0,4369.0,4094.0,63733.0
236,2020-10-24,385980.0,13205.0,309219.0,128.0,4070.0,4119.0,63556.0
237,2020-10-25,389712.0,13299.0,313764.0,94.0,3732.0,4545.0,62649.0
238,2020-10-26,392934.0,13411.0,317672.0,112.0,3222.0,3908.0,61851.0
239,2020-10-27,396454.0,13512.0,322248.0,101.0,3520.0,4576.0,60694.0
240,2020-10-28,400483.0,13612.0,325793.0,100.0,4029.0,3545.0,61078.0
